uuid, study, function, error_line, error_message, L_ij, E_ij, K_ij, F_ij compiling, F_ij passing tests
f928b19b-6a98-4ed9-9c09-bfdf78073fd2,Deactive,list_item_to_string,item_to_string.c:31:46,SEGV on,7,1,0.1429,20,12
f928b19b-6a98-4ed9-9c09-bfdf78073fd2,Deactive,list_print,print.c:43:25,SEGV on,15,1,0.0667,24,9
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_add_item_at_pos,add_item_at_pos.c:38:5,SEGV on,29,1,0.0345,19,11
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_item_to_string,item_to_string.c:29:5,stack-buffer-overflow on,7,2,0.2857,20,12
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_item_to_string,item_to_string.c:29:48,SEGV on,7,2,0.2857,20,12
fbf1986f-db73-4988-af05-0d3cb48dd0c9,Deactive,list_add_item_at_pos,add_item_at_pos.c:38:5,SEGV on,29,1,0.0345,19,11
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_add_item_at_pos,add_item_at_pos.c:56:31,SEGV on,25,1,0.04,28,18
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_item_to_string,item_to_string.c:31:47,SEGV on,6,1,0.1667,28,23
fd621e01-4962-4699-b49a-012c08563cb5,Active,list_add_item_at_pos,add_item_at_pos.c:56:31,SEGV on,25,1,0.04,28,18
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_find_highest_price_item_position,find_highest_price_item_position.c:28:25,SEGV on,10,2,0.2,21,12
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_find_highest_price_item_position,find_highest_price_item_position.c:30:18,SEGV on,10,2,0.2,21,12
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_item_to_string,item_to_string.c:37:9,stack-buffer-overflow on,12,1,0.0833,28,23
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,stack-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,SEGV on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,heap-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:46:9,heap-use-after-free on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:38,SEGV on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:38,libFuzzer: fuzz,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_print,print.c:48:22,heap-buffer-overflow on,15,7,0.4667,29,14
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_save,save.c:32:21,global-buffer-overflow on,21,2,0.0952,19,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_save,save.c:32:21,SEGV on,21,2,0.0952,19,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_swap_item_positions,swap_item_positions.c:36:23,SEGV on,18,2,0.1111,23,7
ff36e2ef-af58-426f-97ae-dc8ba80ff4a0,Active,list_swap_item_positions,swap_item_positions.c:39:28,SEGV on,18,2,0.1111,23,7
